1,1,3
2,1,4
3,2,2
4,2,3
5,2,4
6,2,2
7,2,4
8,2,3
9,2,3
10,2,3
11,2,3
12,2,4
13,2,3
14,2,3
15,2,4
16,2,2
17,2,3
18,2,2
19,2,4
20,2,3
21,2,4
22,2,4
23,2,4
24,2,2
25,2,3
26,2,3
27,2,3
28,2,3
29,2,3
30,2,1
31,2,3
32,2,4
33,2,4
34,2,2
35,2,3
36,2,3
37,2,1
38,2,3
39,2,3
40,2,3
41,2,1
42,2,2
43,2,4
44,2,0
45,2,4
46,2,4
47,2,3
48,2,2
49,2,4
50,2,3
51,2,4
52,2,3
53,2,3
54,2,3
55,2,3
56,2,4
57,2,3
58,2,3
59,2,3
60,2,2
61,1,3
62,1,2
63,1,3
64,1,4
65,2,3
66,2,3
67,2,2
68,1,4
69,2,3
70,2,3
71,2,2
72,1,3
73,2,1
74,2,3
75,2,4
76,2,4
77,2,4
78,2,4
79,2,2
80,2,4
81,2,4
82,1,4
83,2,4
84,2,3
85,2,1
86,2,4
87,2,3
88,2,3
89,2,2
90,2,3
91,2,4
92,2,3
93,2,3
94,2,4
95,2,4
96,2,4
97,2,4
98,2,3
99,2,3
100,2,1
101,2,3
102,2,0
103,2,3
104,2,3
105,2,4
106,2,2
107,2,4
108,2,3
109,2,4
110,2,3
111,2,3
112,2,4
113,2,3
114,2,3
115,2,4
116,2,3
117,2,4
118,2,3
119,2,3
120,2,2
121,2,2
122,2,4
123,2,3
124,2,2
125,2,4
126,2,3
127,2,1
128,2,3
129,2,2
130,2,3
131,1,3
132,1,4
133,1,2
134,1,4
135,1,2
136,1,4
137,2,4
138,2,4
139,2,4
140,2,2
141,2,3
142,2,3
143,2,4
144,2,3
145,2,3
146,2,1
147,2,4
148,2,4
149,2,3
150,2,4
151,2,3
152,2,4
153,2,3
154,2,3
155,2,4
156,2,3
157,2,1
158,2,3
159,2,3
160,2,3
161,2,3
162,2,4
163,2,4
164,2,3
165,2,3
166,2,3
167,2,3
168,2,3
169,2,1
170,2,4
171,2,4
172,2,4
173,2,1
174,2,4
175,2,3
176,2,3
177,2,3
178,2,3
179,2,3
180,2,4
181,2,3
182,2,2
183,2,3
184,2,3
185,2,3
186,2,3
187,2,2
188,2,4
189,2,4
190,2,4
191,2,3
192,2,4
193,2,2
194,2,3
195,2,4
196,2,4
197,2,0
198,2,4
199,2,3
200,2,3
201,2,3
202,2,2
203,2,3
204,2,4
205,2,4
206,2,4
207,2,3
208,2,4
209,2,3
210,2,4
211,2,3
212,2,3
213,2,4
214,1,3
215,2,3
216,2,3
217,2,4
218,2,3
219,2,2
220,2,3
221,2,3
222,2,3
223,2,4
224,2,3
225,2,3
226,2,3
227,2,3
228,1,3
229,2,3
230,2,2
231,2,3
232,2,3
233,2,2
234,2,4
235,2,3
236,2,4
237,2,3
238,2,4
239,2,4
240,2,3
241,2,2
242,2,4
243,2,3
244,2,2
245,2,1
246,2,3
247,2,4
248,2,4
249,2,3
250,2,3
251,2,4
252,2,4
253,2,1
254,2,4
255,2,4
256,2,2
257,2,4
258,2,4
259,2,3
260,2,4
261,2,2
262,2,4
263,2,3
264,2,1
265,2,2
266,2,4
267,2,3
268,2,3
269,2,2
270,2,3
271,2,4
272,2,2
273,2,3
274,2,3
275,2,4
276,2,2
277,2,4
278,2,3
279,2,2
280,2,2
281,2,3
282,2,3
283,2,1
284,2,2
285,2,3
286,2,4
287,2,4
288,2,4
289,2,2
290,2,4
291,2,3
292,2,4
293,2,3
294,2,2
295,2,2
296,2,4
297,2,4
298,2,3
299,2,4
300,2,2
301,2,4
302,2,4
303,2,3
304,2,4
305,2,3
306,2,3
307,2,4
308,2,4
309,2,3
310,2,4
311,2,4
312,2,2
313,2,4
314,2,3
315,2,3
316,2,1
317,2,4
318,2,3
319,2,4
320,2,4
321,2,4
322,2,4
323,2,4
324,2,3
325,2,3
326,2,1
327,2,4
328,2,2
329,2,2
330,2,3
331,2,3
332,2,3
333,2,2
334,2,3
335,2,3
336,2,3
337,2,2
338,2,3
339,2,2
340,1,2
341,2,4
342,2,4
343,2,2
344,2,2
345,2,2
346,2,3
347,2,4
348,2,3
349,2,4
350,2,3
351,2,4
352,2,4
353,2,4
354,2,3
355,2,4
356,2,1
357,2,4
358,2,3
359,2,3
360,2,4
361,2,3
362,2,3
363,2,3
364,2,3
365,2,3
366,2,3
367,2,2
368,2,3
369,2,1
370,2,2
371,2,4
372,2,3
373,2,4
374,2,4
375,2,4
376,2,3
377,2,3
378,2,2
379,2,3
380,2,3
381,2,4
382,2,3
383,1,4
384,2,4
385,2,4
386,2,4
387,1,3
388,1,4
389,2,4
390,2,4
391,2,3
392,2,4
393,2,4
394,2,4
395,2,2
396,2,3
397,2,3
398,2,4
399,2,2
400,2,4
401,2,4
402,2,4
403,2,1
404,2,3
405,2,3
406,2,4
407,2,4
408,2,4
409,2,3
410,2,4
411,2,4
412,2,4
413,2,3
414,2,3
415,2,3
416,2,4
417,2,3
418,2,4
419,2,3
420,2,4
